domain,domain_length,domain_entropy,numeric_ratio,special_char_ratio,vowel_ratio,consonant_ratio,dns_record_type,ip_count,has_mx_response,has_txt_dns_response,has_spf_info,has_dkim_info,has_dmarc_info,label
wbx2.com,8,3.0,0.125,0.125,0.125,0.625,0,0,False,False,False,False,False,0
linode.com,10,3.121928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
rakuten.co.jp,13,3.546593564294939,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384,0,0,False,False,False,False,False,0
netangels.ru,12,3.2516291673878226,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
merriam-webster.com,19,3.4971558025756706,0.0,0.10526315789473684,0.3157894736842105,0.5789473684210527,0,0,False,False,False,False,False,0
okcdn.ru,8,3.0,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
appsflyersdk.com,16,3.75,0.0,0.0625,0.1875,0.75,0,0,False,False,False,False,False,0
tradingview.com,15,3.7735572622751845,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
kohls.com,9,2.94770277922009,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,False,False,False,False,False,0
wbbasket.ru,11,3.2776134368191165,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
python.org,10,3.121928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
ebay.co.uk,10,3.121928094887362,0.0,0.2,0.4,0.4,0,0,False,False,False,False,False,0
washington.edu,14,3.6644977792004623,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
yandex.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
mgid.com,8,2.75,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
herokudns.com,13,3.5465935642949384,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0,0,False,False,False,False,False,0
oup.com,7,2.5216406363433186,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
github.io,9,2.94770277922009,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
mailchi.mp,10,2.9219280948873623,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
skyhigh.cloud,13,3.5465935642949384,0.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0,0,False,False,False,False,False,0
box.com,7,2.5216406363433186,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
dynatrace.com,13,3.3927474104487847,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0,0,False,False,False,False,False,0
free.fr,7,1.950212064914747,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
shopeemobile.com,16,3.2806390622295662,0.0,0.0625,0.4375,0.5,0,0,False,False,False,False,False,0
service.gov.uk,14,3.3787834934861767,0.0,0.14285714285714285,0.35714285714285715,0.5,0,0,False,False,False,False,False,0
everesttech.net,15,2.815922063835166,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
name.com,8,2.75,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
columbia.edu,12,3.418295834054489,0.0,0.08333333333333333,0.5,0.4166666666666667,0,0,False,False,False,False,False,0
nikkei.com,10,2.9219280948873623,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
fb.com,6,2.584962500721156,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,False,False,False,False,False,0
g.co,4,2.0,0.0,0.25,0.25,0.5,0,0,False,False,False,False,False,0
samsungapps.com,15,3.189898095464287,0.0,0.06666666666666667,0.26666666666666666,0.6666666666666666,0,0,False,False,False,False,False,0
weather.com,11,3.2776134368191165,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
tencent-cloud.net,17,3.130717987927375,0.0,0.11764705882352941,0.29411764705882354,0.5882352941176471,0,0,False,False,False,False,False,0
aol.com,7,2.5216406363433186,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
express.co.uk,13,3.238901256602631,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384,0,0,False,False,False,False,False,0
mirtesen.ru,11,3.0957952550009344,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
360yield.com,12,3.584962500721156,0.25,0.08333333333333333,0.25,0.4166666666666667,0,0,False,False,False,False,False,0
onedrive.com,12,3.2516291673878226,0.0,0.08333333333333333,0.4166666666666667,0.5,0,0,False,False,False,False,False,0
trbcdn.net,10,2.9219280948873623,0.0,0.1,0.1,0.8,0,0,False,False,False,False,False,0
2gis.com,8,3.0,0.125,0.125,0.25,0.5,0,0,False,False,False,False,False,0
statcounter.com,15,3.32323142879762,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
weforum.org,11,3.095795255000934,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
agora.io,8,2.5,0.0,0.125,0.625,0.25,0,0,False,False,False,False,False,0
bandcamp.com,12,3.084962500721156,0.0,0.08333333333333333,0.25,0.6666666666666666,0,0,False,False,False,False,False,0
kaspersky.com,13,3.3927474104487847,0.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0,0,False,False,False,False,False,0
dell.com,8,2.75,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
entrust.net,11,2.663532754804255,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
tiktokcdn-us.com,16,3.5,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
oracle.com,10,2.9219280948873623,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
nasa.gov,8,2.75,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
google.cn,9,2.725480556997868,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
demdex.net,10,2.6464393446710153,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
ibm.com,7,2.5216406363433186,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
miit.gov.cn,11,3.0957952550009344,0.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0,0,False,False,False,False,False,0
ibyteimg.com,12,3.2516291673878226,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
casalemedia.com,15,3.189898095464287,0.0,0.06666666666666667,0.4666666666666667,0.4666666666666667,0,0,False,False,False,False,False,0
linkos.bg,9,3.169925001442312,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,False,False,False,False,False,0
allawnos.com,12,3.0849625007211556,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
ryanair.com,11,3.0957952550009344,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
steamserver.net,15,2.973557262275185,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
outlook.com,11,2.7321588913645707,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0,0,False,False,False,False,False,0
wikimedia.org,13,3.334679141051595,0.0,0.07692307692307693,0.46153846153846156,0.46153846153846156,0,0,False,False,False,False,False,0
bidswitch.net,13,3.3927474104487847,0.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0,0,False,False,False,False,False,0
footprintdns.com,16,3.452819531114783,0.0,0.0625,0.25,0.6875,0,0,False,False,False,False,False,0
foxnews.com,11,3.2776134368191165,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
vungle.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
mixpanel.com,12,3.418295834054489,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
nexusmods.com,13,3.238901256602631,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0,0,False,False,False,False,False,0
pubmatic.com,12,3.2516291673878226,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
azure.com,9,3.169925001442312,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
wordpress.com,13,3.238901256602631,0.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0,0,False,False,False,False,False,0
unsplash.com,12,3.418295834054489,0.0,0.08333333333333333,0.25,0.6666666666666666,0,0,False,False,False,False,False,0
slideshare.net,14,3.3248629576173574,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
azure-dns.com,13,3.7004397181410926,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384,0,0,False,False,False,False,False,0
dbankcloud.com,14,3.3787834934861767,0.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,0,0,False,False,False,False,False,0
kick.com,8,2.5,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
ks-cdn.com,10,3.121928094887362,0.0,0.2,0.1,0.7,0,0,False,False,False,False,False,0
wa.me,5,2.321928094887362,0.0,0.2,0.4,0.4,0,0,False,False,False,False,False,0
tiktokv.com,11,2.9139770731827523,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
ytimg.com,9,2.94770277922009,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,False,False,False,False,False,0
dnsmadeeasy.com,15,3.2402239289418513,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
adobe.io,8,2.75,0.0,0.125,0.625,0.25,0,0,False,False,False,False,False,0
launchdarkly.com,16,3.625,0.0,0.0625,0.25,0.6875,0,0,False,False,False,False,False,0
bamgrid.com,11,3.2776134368191165,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
byteoversea.com,15,3.456564762130953,0.0,0.06666666666666667,0.4,0.5333333333333333,0,0,False,False,False,False,False,0
nbcnews.com,11,3.0957952550009344,0.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,False,False,False,False,False,0
kwcdn.com,9,2.94770277922009,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,False,False,False,False,False,0
elasticbeanstalk.com,20,3.5841837197791886,0.0,0.05,0.35,0.6,0,0,False,False,False,False,False,0
lowes.com,9,2.94770277922009,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
chaturbate.com,14,3.3787834934861767,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
elpais.com,10,3.321928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
mega.co.nz,10,3.121928094887362,0.0,0.2,0.3,0.5,0,0,False,False,False,False,False,0
rackspace.net,13,3.238901256602631,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0,0,False,False,False,False,False,0
steampowered.com,16,3.452819531114783,0.0,0.0625,0.375,0.5625,0,0,False,False,False,False,False,0
digitalocean.com,16,3.5,0.0,0.0625,0.4375,0.5,0,0,False,False,False,False,False,0
alidns.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
discordapp.com,14,3.2359263506290334,0.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,0,0,False,False,False,False,False,0
steamstatic.com,15,3.0565647621309537,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
godaddy.com,11,2.845350936622437,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
temu.com,8,2.75,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
openai.com,10,3.121928094887362,0.0,0.1,0.5,0.4,0,0,False,False,False,False,False,0
ieee.org,8,2.4056390622295662,0.0,0.125,0.625,0.25,0,0,False,False,False,False,False,0
twilio.com,10,2.9219280948873623,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
33across.com,12,2.918295834054489,0.16666666666666666,0.08333333333333333,0.25,0.5,0,0,False,False,False,False,False,0
optimizely.com,14,3.3787834934861767,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
investopedia.com,16,3.625,0.0,0.0625,0.4375,0.5,0,0,False,False,False,False,False,0
readthedocs.io,14,3.3787834934861767,0.0,0.07142857142857142,0.42857142857142855,0.5,0,0,False,False,False,False,False,0
ax-msedge.net,13,3.334679141051595,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384,0,0,False,False,False,False,False,0
2mdn.net,8,2.75,0.125,0.125,0.125,0.625,0,0,False,False,False,False,False,0
yahoo.com,9,2.6416041678685933,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
pendo.io,8,2.75,0.0,0.125,0.5,0.375,0,0,False,False,False,False,False,0
userapi.com,11,3.459431618637298,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0,0,False,False,False,False,False,0
kwai-pro.com,12,3.4182958340544896,0.0,0.16666666666666666,0.3333333333333333,0.5,0,0,False,False,False,False,False,0
apnews.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
ksyuncdn.com,12,3.2516291673878226,0.0,0.08333333333333333,0.16666666666666666,0.75,0,0,False,False,False,False,False,0
vidaahub.com,12,3.418295834054489,0.0,0.08333333333333333,0.4166666666666667,0.5,0,0,False,False,False,False,False,0
ttvnw.net,9,2.4193819456463714,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,False,False,False,False,False,0
vkuseraudio.net,15,3.640223928941851,0.0,0.06666666666666667,0.4666666666666667,0.4666666666666667,0,0,False,False,False,False,False,0
adobe.net,9,2.94770277922009,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
hackaday.com,12,3.0220552088742,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
britannica.com,14,3.2359263506290334,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
safebrowsing.apple,18,3.725480556997868,0.0,0.05555555555555555,0.3333333333333333,0.6111111111111112,0,0,False,False,False,False,False,0
btloader.com,12,3.418295834054489,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
protek.ru,9,2.94770277922009,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
seznam.cz,9,2.94770277922009,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,False,False,False,False,False,0
bitrix24.ru,11,3.0957952550009344,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.45454545454545453,0,0,False,False,False,False,False,0
shein.com,9,3.169925001442312,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
redfin.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
windows.net,11,3.0957952550009344,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
epicgames.com,13,3.238901256602631,0.0,0.07692307692307693,0.38461538461538464,0.5384615384615384,0,0,False,False,False,False,False,0
nflxso.net,10,3.121928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
gcdn.co,7,2.5216406363433186,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0,0,False,False,False,False,False,0
cdn77.org,9,2.94770277922009,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,0,0,False,False,False,False,False,0
otto.de,7,2.2359263506290326,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
cloudinary.com,14,3.52164063634332,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
lenovo.com,10,2.8464393446710154,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
espn.com,8,3.0,0.0,0.125,0.25,0.625,0,0,False,False,False,False,False,0
asu.edu,7,2.5216406363433186,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,0,False,False,False,False,False,0
heytapmobile.com,16,3.625,0.0,0.0625,0.375,0.5625,0,0,False,False,False,False,False,0
imgur.com,9,2.94770277922009,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
360.cn,6,2.584962500721156,0.5,0.16666666666666666,0.0,0.3333333333333333,0,0,False,False,False,False,False,0
fontawesome.com,15,3.323231428797621,0.0,0.06666666666666667,0.4,0.5333333333333333,0,0,False,False,False,False,False,0
ntp.org,7,2.8073549220576046,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0,0,False,False,False,False,False,0
prnewswire.com,14,3.3787834934861767,0.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,0,0,False,False,False,False,False,0
mosspf.com,10,2.721928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
adsrvr.org,10,2.8464393446710154,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
opendns.com,11,3.0957952550009344,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
blogger.com,11,3.0957952550009344,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
typeform.com,12,3.2516291673878226,0.0,0.08333333333333333,0.25,0.6666666666666666,0,0,False,False,False,False,False,0
ozon.ru,7,2.5216406363433186,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
mcafee.com,10,2.721928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
amazon.dev,10,3.121928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
rubiconproject.com,18,3.5304930567574826,0.0,0.05555555555555555,0.3333333333333333,0.6111111111111112,0,0,False,False,False,False,False,0
wattpad.com,11,3.0957952550009344,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
amazon.de,9,2.94770277922009,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
samsung.com,11,3.0957952550009344,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
criteo.net,10,2.921928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
aliexpress.com,14,3.521640636343319,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
ancestry.com,12,3.418295834054489,0.0,0.08333333333333333,0.25,0.6666666666666666,0,0,False,False,False,False,False,0
independent.co.uk,17,3.292770193936991,0.0,0.11764705882352941,0.35294117647058826,0.5294117647058824,0,0,False,False,False,False,False,0
ebay.de,7,2.5216406363433186,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
cqloud.com,10,2.9219280948873623,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
roku.com,8,2.75,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
bidr.io,7,2.5216406363433186,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,False,False,False,False,False,0
istockphoto.com,15,3.106890595608518,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
nflximg.com,11,3.2776134368191165,0.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,False,False,False,False,False,0
xboxlive.com,12,3.2516291673878226,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
google.es,9,2.5032583347756456,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
squarespace.com,15,3.373557262275185,0.0,0.06666666666666667,0.4,0.5333333333333333,0,0,False,False,False,False,False,0
adobedc.net,11,3.0957952550009344,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
freefiremobile.com,18,3.169925001442312,0.0,0.05555555555555555,0.4444444444444444,0.5,0,0,False,False,False,False,False,0
pccc.com,8,2.0,0.0,0.125,0.125,0.75,0,0,False,False,False,False,False,0
cloudflare.com,14,3.3787834934861767,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
amazon.co.jp,12,3.084962500721156,0.0,0.16666666666666666,0.3333333333333333,0.5,0,0,False,False,False,False,False,0
cdnvideo.ru,11,3.2776134368191165,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
att.net,7,2.128085278891395,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
gravatar.com,12,3.0220552088742,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
videosrc.net,12,3.418295834054489,0.0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0,0,False,False,False,False,False,0
wix.com,7,2.8073549220576046,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
pandora.com,11,3.0957952550009344,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
globo.com,9,2.6416041678685933,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
samsungcloudsolution.net,24,3.625814583693912,0.0,0.041666666666666664,0.375,0.5833333333333334,0,0,False,False,False,False,False,0
alphonso.tv,11,3.277613436819116,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
azure-devices.net,17,3.6168746059562227,0.0,0.11764705882352941,0.4117647058823529,0.47058823529411764,0,0,False,False,False,False,False,0
mtgglobals.com,14,3.2359263506290334,0.0,0.07142857142857142,0.21428571428571427,0.7142857142857143,0,0,False,False,False,False,False,0
dual-s-msedge.net,17,3.4548223999466066,0.0,0.17647058823529413,0.29411764705882354,0.5294117647058824,0,0,False,False,False,False,False,0
ln-msedge.net,13,3.180832987205441,0.0,0.15384615384615385,0.23076923076923078,0.6153846153846154,0,0,False,False,False,False,False,0
target.com,10,3.121928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
shopee.co.id,12,3.084962500721156,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0,0,False,False,False,False,False,0
livejournal.com,15,3.640223928941851,0.0,0.06666666666666667,0.4,0.5333333333333333,0,0,False,False,False,False,False,0
gvt1.com,8,3.0,0.125,0.125,0.125,0.625,0,0,False,False,False,False,False,0
alibabadns.com,14,3.3248629576173574,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
adblockplus.org,15,3.640223928941851,0.0,0.06666666666666667,0.26666666666666666,0.6666666666666666,0,0,False,False,False,False,False,0
creativecommons.org,19,3.576617644908667,0.0,0.05263157894736842,0.3684210526315789,0.5789473684210527,0,0,False,False,False,False,False,0
github.com,10,3.321928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
daum.net,8,3.0,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
hotjar.com,10,3.121928094887362,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
rspamd.com,10,3.121928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
samsungcloud.com,16,3.375,0.0,0.0625,0.3125,0.625,0,0,False,False,False,False,False,0
pv-cdn.net,10,3.121928094887362,0.0,0.2,0.1,0.7,0,0,False,False,False,False,False,0
netease.com,11,3.0271691184406193,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0,0,False,False,False,False,False,0
pki.goog,8,2.5,0.0,0.125,0.375,0.5,0,0,False,False,False,False,False,0
unpkg.com,9,3.169925001442312,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,False,False,False,False,False,0
googleapis.com,14,3.3248629576173574,0.0,0.07142857142857142,0.42857142857142855,0.5,0,0,False,False,False,False,False,0
mozgcp.net,10,3.321928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
irs.gov,7,2.8073549220576046,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
rtu.lv,6,2.584962500721156,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,False,False,False,False,False,0
sc-cdn.net,10,2.9219280948873623,0.0,0.2,0.1,0.7,0,0,False,False,False,False,False,0
force.com,9,2.725480556997868,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
nationalgeographic.com,22,3.6635327548042538,0.0,0.045454545454545456,0.4090909090909091,0.5454545454545454,0,0,False,False,False,False,False,0
mozilla.net,11,3.277613436819116,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
theatlantic.com,15,3.323231428797621,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
apache.org,10,3.121928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
dbankcloud.ru,13,3.3927474104487847,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0,0,False,False,False,False,False,0
dropbox.com,11,3.0271691184406193,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,False,False,False,False,False,0
bild.de,7,2.5216406363433186,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
amazon.ca,9,2.6416041678685933,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,False,False,False,False,False,0
telekom.de,10,2.8464393446710154,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
yandex.net,10,2.9219280948873623,0.0,0.1,0.3,0.6,0,0,False,False,False,False,False,0
akamai.net,10,2.8464393446710154,0.0,0.1,0.5,0.4,0,0,False,False,False,False,False,0
spo-msedge.net,14,3.3248629576173574,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,False,False,False,False,False,0
amazontrust.com,15,3.3735572622751846,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
atlassian.net,13,2.873140679513133,0.0,0.07692307692307693,0.38461538461538464,0.5384615384615384,0,0,False,False,False,False,False,0
warnerbros.com,14,3.3248629576173574,0.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,0,0,False,False,False,False,False,0
apigee.net,10,2.846439344671015,0.0,0.1,0.5,0.4,0,0,False,False,False,False,False,0
doubleclick.net,15,3.506890595608518,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
tripadvisor.com,15,3.5068905956085183,0.0,0.06666666666666667,0.3333333333333333,0.6,0,0,False,False,False,False,False,0
timeweb.ru,10,3.121928094887362,0.0,0.1,0.4,0.5,0,0,False,False,False,False,False,0
healthline.com,14,3.3787834934861767,0.0,0.07142857142857142,0.35714285714285715,0.5714285714285714,0,0,False,False,False,False,False,0
fortune.com,11,3.2776134368191165,0.0,0.09090909090909091,0.36363636363636365,0.5454545454545454,0,0,False,False,False,False,False,0
figma.com,9,2.94770277922009,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0,0,False,False,False,False,False,0
id5-sync.com,12,3.4182958340544896,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,0,0,False,False,False,False,False,0
xnxx.com,8,2.4056390622295662,0.0,0.125,0.125,0.75,0,0,False,False,False,False,False,0
yahoo.co.jp,11,2.8453509366224368,0.0,0.18181818181818182,0.36363636363636365,0.45454545454545453,0,0,False,False,False,False,False,0
nypost.com,10,3.121928094887362,0.0,0.1,0.2,0.7,0,0,False,False,False,False,False,0
